food_code,food_name,food_type,veg_flag,cuisine_region,meal_slots,search_alias,energy_kcal,protein_g,carb_g,fat_g,fibre_g,calcium_mg,iron_mg,magnesium_mg,sodium_mg,potassium_mg,cholesterol_mg,servings_unit,serving_grams,unit_serving_energy_kcal
BFP087,Almond soup (Badam ka soup),dish,veg,Pan-Indian,"lunch, dinner",Badam ka soup,78.65,10.13,3.68,13.8,0.91,114.95,2.83,38.93,8376.94,282.29,28.18,bowl,250.0,196.62
BFP088,Cold cucumber cream soup ,dish,veg,Pan-Indian,"lunch, dinner",,11.88,0.34,1.76,0.34,0.73,8.02,0.16,7.37,207.89,64.98,0.72,bowl,250.0,29.7
BFP089,Cold tomato soup,dish,veg,Pan-Indian,"lunch, dinner",,16.9,0.11,0.59,1.56,0.16,4.2,0.1,2.67,287.15,20.03,3.88,bowl,250.0,42.25
BFP090,Chicken stew,dish,non-veg,Pan-Indian,"lunch, dinner",,127.55,7.19,4.44,8.91,1.82,31.53,0.9,24.38,79.62,270.59,32.34,bowl,250.0,318.88
BFP091,Veg paneer stew,dish,veg,North Indian,"lunch, dinner",,145.55,6.98,10.22,8.41,3.08,160.51,1.37,33.52,73.15,272.77,0.0,bowl,236.9,344.74
BFP095,Tartare sauce,condiment,veg,Continental,"breakfast, lunch, high tea, dinner",,610.93,1.44,2.96,66.12,0.42,21.06,0.56,4.83,256.95,33.29,50.47,1 tbsp,15.0,91.64
BFP096,Barbeque sauce,condiment,veg,Continental,"breakfast, lunch, high tea, dinner",,121.93,0.96,20.46,4.51,0.69,28.61,1.15,16.7,504.95,186.46,0.0,1 tbsp,15.0,18.29
BFP097,Bread sauce,condiment,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",,111.04,3.46,8.69,7.05,0.56,110.72,0.31,11.07,88.84,122.76,8.48,1 tbsp,15.0,16.66
BFP108,Onion-green chilli parantha/paratha (Pyaaz aur hari mirch ka parantha/paratha),dish,veg,North Indian,breakfast,Pyaaz aur hari mirch ka parantha/paratha; paratha,191.27,4.37,26.37,7.27,5.16,24.91,1.81,53.42,241.19,190.31,0.0,parantha,76.5,146.23
BFP110,Methi parantha/paratha,dish,veg,North Indian,breakfast,paratha,148.36,4.27,22.19,4.34,5.09,65.85,2.42,54.87,48.36,193.92,0.0,parantha,91.2,135.3
BFP114,Bathua poori,dish,veg,Pan-Indian,"lunch, dinner",,598.79,2.35,13.85,59.14,1.87,30.83,0.96,21.24,49.71,98.54,0.6,poori,90.9,544.24
BFP115,Gram flour poori (Besan poori),dish,veg,Pan-Indian,"lunch, dinner",Besan poori,697.66,2.59,10.93,71.51,1.94,7.09,0.71,18.52,58.33,54.35,0.73,poori,75.3,525.57
BFP116,Beetroot poori (Chukandar ki poori),dish,veg,Pan-Indian,"lunch, dinner",Chukandar ki poori,527.66,1.91,12.29,52.18,1.4,5.38,0.6,15.32,46.48,56.25,0.53,poori,102.9,543.14
BFP117,Peas poori (Matar ki poori),dish,veg,Pan-Indian,"lunch, dinner",Matar ki poori,592.83,3.04,14.92,57.69,2.25,8.96,0.84,20.7,47.77,79.58,0.59,poori,83.8,496.79
BFP118,Peas kachori (Matar kachori),dish,veg,Pan-Indian,high tea,Matar kachori,584.68,3.21,13.25,57.51,2.03,14.25,0.77,16.13,55.45,91.63,0.0,kachori,108.1,632.21
BFP122,Pizza,dish,veg,Pan-Indian,"lunch, dinner",,146.77,6.85,9.94,8.72,1.71,77.23,0.66,18.24,225.02,193.91,18.65,slice,297.3,436.35
BFP124,Bacon and mushroom pancake,dish,non-veg,Pan-Indian,high tea,,157.67,6.82,8.47,10.6,1.59,44.74,0.54,15.73,344.23,210.33,39.23,pancake,121.5,191.57
BFP125,Cheese and tomato pancake,dish,veg,Pan-Indian,high tea,,147.39,5.15,10.66,9.28,1.06,127.51,0.64,16.3,281.62,151.49,38.27,pancake,110.2,162.49
BFP127,Minced meat pancake (with chicken),dish,non-veg,Pan-Indian,"high tea, lunch, dinner",with chicken,116.04,12.01,8.18,10.48,0.7,64.72,1.99,25.38,4942.18,254.7,33.26,pancake,134.4,155.93
BFP132,Eggplant/Brinjal rice (Vangi bhat),dish,veg,Pan-Indian,"lunch, dinner",Vangi bhat; Brinjal rice,184.8,5.28,31.74,3.67,4.44,36.02,1.91,46.75,59.06,305.33,0.0,plate,291.2,538.09
BFP133,Kashmiri 'tahar',dish,veg,Pan-Indian,"lunch, dinner",,98.21,1.95,19.11,1.37,0.98,3.93,0.32,7.58,61.29,40.82,3.02,plate,300.0,294.63
BFP134,Cumin pulao (Jeera/Zeera pulao),dish,veg,Pan-Indian,"lunch, dinner",Jeera/Zeera pulao,135.24,2.47,23.61,3.2,1.4,7.25,0.33,11.29,219.73,62.11,0.0,plate,270.5,365.83
BFP136,Peas pulao (Matar pulao),dish,veg,Pan-Indian,"lunch, dinner",Matar pulao,108.87,3.89,18.42,1.9,3.21,18.18,0.78,21.46,86.18,135.07,0.0,plate,300.0,326.61
BFP137,Split bengal gram dal and vegetable pulao (Channa dal and vegetable pulao),dish,veg,North Indian,"lunch, dinner",Channa dal and vegetable pulao,116.53,3.6,19.72,2.3,3.16,19.09,0.82,21.07,98.07,162.09,0.0,plate,300.0,349.59
BFP138,Black channa pulao/ Bengal gram pulao (Kale chane ka pulao),dish,veg,North Indian,"lunch, dinner",Kale chane ka pulao; Bengal gram pulao,125.51,3.44,21.55,2.58,2.69,16.51,0.77,20.05,103.09,148.31,0.0,plate,300.0,376.53
BFP141,Mutton pulao,dish,non-veg,Pan-Indian,"lunch, dinner",,130.77,6.52,11.26,10.78,1.65,49.87,1.25,22.89,3115.59,177.66,2.35,plate,300.0,392.31
BFP142,Chicken pulao,dish,non-veg,Pan-Indian,"lunch, dinner",,108.24,6.07,11.17,8.48,1.64,32.25,0.98,24.8,3093.47,170.81,11.55,plate,300.0,324.72
BFP143,Mexican rice,dish,veg,Pan-Indian,"lunch, dinner",,120.57,4.62,14.21,4.88,1.64,14.51,0.55,14.39,93.42,147.26,11.9,plate,300.0,361.71
BFP144,Plain khitchdi (Plain khichri/khichdi),dish,veg,Pan-Indian,"lunch, dinner",Plain khichri/khichdi,57.03,1.72,10.04,1.01,0.85,5.05,0.31,9.97,37.14,69.32,2.14,small bowl,220.0,125.47
BFP147,Instant idli (with semolina),dish,veg,South Indian,breakfast,with semolina,247.29,9.16,43.4,3.61,7.13,93.2,2.31,42.92,1504.66,348.78,3.12,idli,35.3,87.23
BFP148,Plain dosa,dish,veg,South Indian,breakfast,,380.91,10.34,64.08,8.43,5.23,19.35,1.5,55.44,142.98,344.39,19.9,dosa,36.1,137.6
BFP150,Masala dosa mixed vegetable fillings,condiment,veg,South Indian,"breakfast, lunch, high tea, dinner",,144.53,4.84,23.02,3.26,4.31,31.79,1.21,36.14,122.08,329.75,5.18,dosa,277.3,400.84
BFP151,Masala dosa paneer fillings,condiment,veg,South Indian,"breakfast, lunch, high tea, dinner",,243.12,10.31,29.76,8.84,3.11,171.23,1.27,39.72,160.4,226.69,7.29,dosa,197.3,479.75
BFP152,Uttapam,dish,veg,South Indian,breakfast,,255.95,6.18,36.28,9.03,4.4,40.86,1.23,41.71,228.69,286.22,10.57,uttapam,68.0,174.15
BFP153,Appam,dish,veg,South Indian,breakfast,,267.7,3.12,13.28,22.63,6.19,6.36,0.83,23.3,26.59,161.42,0.0,appam,152.9,409.28
BFP154,Beans and macaroni,dish,veg,Pan-Indian,"lunch, dinner",,136.08,4.58,14.24,7.01,2.05,86.86,0.75,27.05,182.79,221.16,19.67,plate,254.3,345.99
BFP155,Spaghetti bolognese,dish,veg,Pan-Indian,"lunch, dinner",,97.43,9.35,10.04,9.51,1.08,73.66,2.06,29.25,5358.6,271.96,13.91,shallow dish,250.0,243.57
BFP157,Meat and macaroni casserole,dish,non-veg,Pan-Indian,"lunch, dinner",,161.55,9.15,16.12,10.17,1.19,68.28,1.85,22.39,2511.99,329.91,2.13,small casserole dish,250.0,403.88
BFP158,Spaghetti with meat balls and tomato sauce,condiment,non-veg,Pan-Indian,"breakfast, lunch, high tea, dinner",,158.13,5.61,10.46,10.64,1.11,40.82,0.71,15.3,189.13,152.86,16.15,shallow dish,250.0,395.32
BFP159,Spaghetti with paneer balls and tomato sauce,condiment,veg,North Indian,"breakfast, lunch, high tea, dinner",,158.54,3.95,12.72,10.44,1.25,80.73,0.55,15.07,199.55,113.95,2.57,shallow dish,250.0,396.35
BFP161,Lasagne with meat sauce,condiment,non-veg,Pan-Indian,"breakfast, lunch, high tea, dinner",,63.38,2.9,5.38,3.43,0.47,24.61,0.49,8.28,37.08,88.89,8.8,dish,250.0,158.45
BFP162,Lasagne with vegetables,dish,veg,Pan-Indian,"lunch, dinner",,49.23,1.71,5.9,2.16,0.66,32.89,0.57,13.26,40.78,126.45,2.81,dish,250.0,123.08
BFP163,Green chilli sauce,condiment,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",,46.06,1.25,7.36,0.27,1.77,9.89,0.64,16.54,1037.04,155.76,0.0,1 tbsp,15.0,6.91
BFP164,Home made plain noodles,dish,veg,Indo-Chinese,"lunch, dinner",Noodles,238.78,6.21,44.5,3.56,1.65,12.27,1.07,18.74,182.07,89.09,0.0,1 katori,150.0,358.17
BFP165,Home made egg noodles,dish,egg,Pan-Indian,"lunch, dinner",,240.84,6.55,42.92,4.37,1.6,15.96,1.15,18.54,177.24,90.12,38.27,curry bowl,225.0,541.78
BFP166,Dal moong,dish,veg,Pan-Indian,"lunch, dinner",Moong Dal/Moong Ki Daal,43.69,2.2,4.92,1.62,1.08,7.69,0.52,16.62,117.74,130.13,3.55,1 katori,150.0,65.54
BFP167,Cumin seeds baghar (Jeera baghar/tadka),condiment,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",Jeera baghar/tadka,736.81,3.34,5.22,78.77,6.01,177.77,5.09,86.42,177.58,420.92,189.23,1 tsp,5.0,36.84
BFP168,Onion tomato baghar (Pyaaz tamatar ka tadka),condiment,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",Pyaaz tamatar ka tadka,137.52,1.26,6.17,11.98,2.12,20.45,0.63,16.74,31.33,174.16,29.17,1 tsp,5.0,6.88
BFP169,Mustard seeds baghar (Mustard seed tadka),condiment,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",Mustard seed tadka,552.59,4.73,10.45,54.3,9.74,182.93,4.14,91.77,8.9,553.41,130.57,1 tsp,5.0,27.63
BFP170,Sour lentils (Khatti dal),dish,veg,Pan-Indian,"lunch, dinner",Khatti dal,34.79,2.22,6.04,0.12,1.22,8.29,0.85,9.99,115.6,98.52,0.0,curry bowl,250.0,86.97
BFP171,Urad special dehusked,dish,veg,Pan-Indian,"lunch, dinner",,69.43,3.14,8.86,2.17,2.5,16.4,0.83,28.53,109.56,233.34,4.62,curry bowl,250.0,173.57
BFP172,Arhar with spinach (Arhar dal aur palak),dish,veg,Pan-Indian,"lunch, dinner",Arhar dal aur palak,52.84,2.05,4.77,2.76,1.3,21.81,0.89,23.79,109.97,205.61,6.1,curry bowl,250.0,132.1
BFP174,Moong dal with vadi,dish,veg,Pan-Indian,"lunch, dinner",,24.08,0.4,1.0,2.05,0.39,2.99,0.18,3.98,112.36,33.66,4.75,curry bowl,250.0,60.2
BFP176,Rasam with tamarind (Puli rasam/ Chintapandu rasam/ Charu/Saaru),dish,veg,South Indian,"lunch, dinner",Puli rasam/ Chintapandu rasam/ Charu/Saaru,26.74,1.13,3.37,0.88,1.6,16.56,0.59,14.66,104.11,130.66,0.0,curry bowl,250.0,66.85
BFP177,Rasam with lemon (Nimmakaya rasam/Nimmakaya charu/Elumichai rasam/Nimbe hannina saaru),dish,veg,South Indian,"lunch, dinner",Nimmakaya rasam/Nimmakaya charu/Elumichai rasam/Nimbe hannina saaru,24.41,1.11,2.85,0.87,1.54,15.56,0.52,13.98,102.77,124.52,0.0,curry bowl,250.0,61.02
BFP178,Green gram whole with baghar (Sabut moong dal with tadka),condiment,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",Sabut moong dal with tadka,63.43,3.23,6.8,2.48,3.02,25.04,1.0,32.57,181.69,192.66,5.45,bowl,225.7,143.19
BFP179,Urad sabut special,dish,veg,Pan-Indian,"lunch, dinner",,79.39,2.33,5.03,5.46,2.15,21.45,0.71,20.55,60.09,160.47,13.38,bowl,250.0,198.47
BFP185,Kabuli channa curry,dish,veg,North Indian,"lunch, dinner",,68.57,2.92,7.63,3.06,1.12,32.03,0.95,23.41,122.05,190.0,0.15,bowl,250.0,171.43
BFP187,Besan gatte curry,dish,veg,Pan-Indian,"lunch, dinner",,189.38,7.75,16.26,10.72,3.25,151.08,1.89,37.09,356.27,274.59,2.8,bowl,250.0,473.45
BFP190,Dry masala chops,condiment,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",,135.07,9.08,3.3,9.54,0.86,112.25,1.39,10.66,83.47,219.97,2.24,chops,147.6,199.37
BFP194,Mutton korma,dish,non-veg,Pan-Indian,"lunch, dinner",,115.64,7.09,2.53,8.54,0.78,79.07,1.09,8.63,56.94,165.87,3.9,bowl,250.0,289.1
BFP196,Shahi keema kofta curry,dish,non-veg,Pan-Indian,"lunch, dinner",,418.13,4.14,1.73,43.83,0.91,14.51,0.67,12.06,104.53,119.63,14.97,bowl,250.0,1045.33
BFP197,Minced meat ball curry,dish,non-veg,Pan-Indian,"lunch, dinner",,109.79,6.82,2.86,7.85,1.49,23.84,1.01,18.97,170.06,194.09,24.77,bowl,250.0,274.48
BFP198,Boti kebab,dish,non-veg,Pan-Indian,"lunch, dinner",,132.86,9.22,3.06,9.27,0.76,98.67,1.41,9.99,78.14,221.64,1.21,kebab,54.7,72.66
BFP199,Mutton seekh kebab,dish,non-veg,Pan-Indian,"lunch, dinner",,133.94,11.25,3.11,8.43,1.88,117.44,2.19,19.83,102.17,269.59,0.0,kebab,45.0,60.25
BFP201,Indian lamb and egg curry (Nargisi kofta),dish,non-veg,Pan-Indian,"lunch, dinner",Nargisi kofta,335.75,3.84,2.07,34.7,0.6,12.91,0.55,8.06,57.44,85.8,44.04,kofta,200.0,671.5
BFP203,Soya chunks sweet and sour (Nutrinugget sweet and sour),dish,veg,Pan-Indian,"lunch, dinner",Nutrinugget sweet and sour,500.94,2.85,3.27,55.99,0.86,13.89,0.7,11.23,2257.67,111.45,23.51,bowl,250.0,1252.35
BFP204,Soya chunks korma (Nutrinugget korma),dish,veg,Pan-Indian,"lunch, dinner",Nutrinugget korma,131.43,3.86,7.67,9.5,2.57,89.7,1.18,33.57,148.98,252.27,3.32,bowl,248.7,326.86
BFP205,Mushroom matar,dish,veg,Pan-Indian,"lunch, dinner",,70.77,2.79,5.33,4.11,3.13,21.42,0.81,21.71,61.63,214.87,0.0,bowl,250.0,176.93
BFP206,Soya chunks and peas (Nutrinugget matar),dish,veg,Pan-Indian,"lunch, dinner",Nutrinugget matar,82.62,3.03,5.82,5.11,2.86,20.32,0.99,22.75,70.97,173.49,0.0,bowl,222.9,184.17
BFP207,Vegetable yakhni,dish,veg,Pan-Indian,"lunch, dinner",,406.06,1.18,1.94,43.8,0.61,43.67,0.24,7.8,38.05,82.8,1.92,bowl,250.0,1015.15
BFP208,Spinach mushroom (Palak mushroom),dish,veg,Pan-Indian,"lunch, dinner",Palak mushroom,47.63,1.94,2.95,2.96,2.27,49.75,1.69,52.12,70.97,416.07,2.89,bowl,250.0,119.08
BFP210,Vegetarian nargisi kofta curry,dish,veg,Pan-Indian,"lunch, dinner",,332.15,2.29,6.58,32.94,0.86,47.09,0.38,11.15,73.56,147.7,1.03,kofta,200.0,664.3
BFP212,Roast chicken,dish,non-veg,Pan-Indian,"lunch, dinner",,199.9,20.49,0.1,13.06,0.03,13.61,0.79,19.34,71.71,280.0,69.66,joint,133.4,266.62
BFP214,Shahi chicken masala,condiment,non-veg,Pan-Indian,"breakfast, lunch, high tea, dinner",,163.7,9.82,4.07,12.02,0.96,82.68,0.89,21.76,142.56,230.91,24.78,bowl,250.0,409.25
BFP216,Tomato chicken,dish,non-veg,Pan-Indian,"lunch, dinner",,111.68,10.57,2.13,6.71,1.42,21.24,0.87,21.29,104.83,252.17,27.94,bowl,176.3,196.84
BFP217,Creamy chicken,dish,non-veg,Pan-Indian,"lunch, dinner",,152.87,13.52,3.13,9.57,0.69,50.37,0.82,21.54,97.08,267.95,39.28,bowl,217.4,332.36
BFP218,Broccoli chicken ala king,dish,non-veg,Pan-Indian,"lunch, dinner",,119.56,7.97,5.34,7.57,1.92,73.36,0.78,19.27,104.01,297.25,27.85,bowl,236.1,282.27
BFP220,Ginger chicken,dish,non-veg,Pan-Indian,"lunch, dinner",,129.17,8.24,5.6,8.24,1.21,18.41,0.96,19.98,365.86,228.87,19.24,bowl,250.0,322.92
BFP221,Chicken sweet and sour,dish,non-veg,Pan-Indian,"lunch, dinner",,445.09,6.92,2.67,47.59,0.58,21.98,0.93,13.05,1809.94,153.46,32.47,bowl,250.0,1112.72
BFP222,Chicken korma,dish,non-veg,Pan-Indian,"lunch, dinner",,147.96,9.83,5.43,9.67,1.82,68.66,1.06,29.57,119.21,277.53,23.66,bowl,250.0,369.9
BFP223,Bengal fish curry (Bengali machli curry),dish,non-veg,East Indian,"lunch, dinner",Bengali machli curry,109.43,7.26,4.42,7.03,1.93,44.44,0.85,27.62,76.38,207.98,13.92,bowl,250.0,273.57
BFP226,Fish finger,dish,non-veg,Pan-Indian,"lunch, dinner",,542.9,5.66,4.47,55.82,0.34,11.38,0.38,12.17,103.55,135.39,30.0,fillet,180.0,977.22
BFP229,Fish in coconut milk (Nariyal ke doodh ke saath machli),dish,non-veg,South Indian,"breakfast, lunch, dinner",Nariyal ke doodh ke saath machli,86.21,8.66,2.73,4.43,1.52,21.94,0.91,23.46,73.93,190.38,17.13,dish,250.0,215.53
BFP230,Prawn curry (with coconut) (Jhinga curry),dish,non-veg,South Indian,"lunch, dinner",with coconut; Jhinga curry,109.55,8.54,3.1,6.93,1.56,37.25,0.96,35.67,375.86,150.65,37.12,bowl,250.0,273.88
BFP231,Baked stuffed fish,dish,non-veg,Pan-Indian,"lunch, dinner",,121.96,16.14,2.12,5.43,0.38,18.8,0.35,29.35,74.36,242.97,36.95,fish,180.0,219.53
BFP232,Fish pie,dish,non-veg,Pan-Indian,"lunch, dinner",,120.9,9.25,7.74,5.77,0.76,36.15,0.46,24.55,101.8,316.28,23.97,pie,150.0,181.35
BFP233,Crispy baked fish,dish,non-veg,Pan-Indian,"lunch, dinner",,138.4,10.95,9.59,6.41,1.21,60.04,0.55,24.23,192.42,208.73,28.89,casserole dish,250.0,346.0
BFP234,Fish souffle,dish,non-veg,Pan-Indian,"high tea, lunch, dinner",,139.71,10.51,5.14,8.55,0.19,63.87,0.59,18.5,92.45,167.34,84.69,dish,250.0,349.27
BFP239,Potato curry (Aloo ki sabzi),dish,veg,Pan-Indian,"lunch, dinner",Aloo ki sabzi,89.56,1.52,10.42,4.47,2.42,23.74,0.97,25.3,78.4,383.45,0.0,bowl,201.6,180.52
BFP240,Egg curry (Anda curry),dish,egg,Pan-Indian,"lunch, dinner",Anda curry,117.52,5.38,4.03,8.81,2.09,41.59,1.52,21.72,142.12,198.53,120.74,bowl,151.6,178.13
BFP241,Vegetable curry with coconut ,dish,veg,South Indian,"lunch, dinner",,83.07,2.77,7.19,4.66,3.35,19.63,0.95,23.16,43.4,215.47,0.0,bowl,250.0,207.68
BFP242,Curd with potatoes (Dahi aloo),dish,veg,Pan-Indian,"lunch, dinner",Dahi aloo,59.9,1.56,7.15,2.72,1.19,36.36,0.47,15.87,51.99,259.27,1.45,bowl,250.0,149.75
BFP246,Potato kofta curry (Aloo kofta curry),dish,veg,Pan-Indian,"lunch, dinner",Aloo kofta curry,455.4,0.56,2.78,49.08,0.56,7.77,0.26,6.9,30.12,97.57,2.6,bowl,250.0,1138.5
BFP249,Yam kofta curry (Zimikand/Suran kofta curry),dish,veg,Pan-Indian,"lunch, dinner",Zimikand/Suran kofta curry,322.88,0.71,3.75,33.84,1.04,8.35,0.31,8.55,42.22,109.02,3.54,bowl,250.0,807.2
BFP250,Jackfruit kofta curry (Kathal ka kofta curry),dish,veg,Pan-Indian,"lunch, dinner",Kathal ka kofta curry,321.08,0.8,3.17,33.83,0.96,11.36,0.24,8.78,40.04,79.59,3.54,bowl,250.0,802.7
BFP257,Spinach and potato (Palak aloo),dish,veg,Pan-Indian,"lunch, dinner",Palak aloo,57.17,1.63,5.91,2.82,2.04,43.67,1.59,49.44,62.46,457.28,0.0,bowl,250.0,142.93
BFP258,Mooli bhujia,dish,veg,Pan-Indian,"lunch, dinner",,91.2,1.69,4.74,7.25,2.36,131.88,2.37,40.41,89.73,282.6,0.0,bowl,198.4,180.96
BFP259,Bathua bhujia,dish,veg,Pan-Indian,"lunch, dinner",,90.9,2.26,3.63,7.29,3.8,165.84,2.36,43.74,81.99,387.93,0.0,bowl,198.4,180.36
BFP261,Cabbage rolls (dry) ((Pattagobhi rolls) (dry)),dish,veg,Pan-Indian,high tea,dry; (Pattagobhi rolls; dry,142.48,8.21,6.09,9.36,1.84,31.54,0.98,20.93,118.05,252.57,32.9,roll,83.1,118.47
BFP262,Cabbage rolls (curry) ((Pattagobhi rolls)(curry)),dish,veg,Pan-Indian,"high tea, lunch, dinner",curry; (Pattagobhi rolls; curry,124.63,5.76,7.03,8.17,2.35,29.82,0.95,26.41,123.98,425.86,18.79,roll,145.6,181.48
BFP263,Dry arbi (Sookhi arbi),dish,veg,Pan-Indian,"lunch, dinner",Sookhi arbi,134.95,2.12,11.11,8.97,2.47,22.77,0.68,25.76,81.25,322.9,0.0,bowl,200.6,270.69
BFP264,Masala arbi,condiment,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",,185.38,3.01,16.16,11.9,3.1,32.08,0.99,35.19,261.31,467.53,0.0,bowl,116.2,215.37
BFP266,Peas brinjal bhartha (Matar baingan bhartha),dish,veg,Pan-Indian,"lunch, dinner",Matar baingan bhartha,84.55,2.05,5.02,6.05,3.63,19.63,0.63,22.0,63.65,224.01,0.0,small bowl,220.0,186.01
BFP269,Okra/Lady's fingers fry (Bhindi sabzi/sabji/subji),dish,veg,Pan-Indian,"lunch, dinner",Bhindi sabzi/sabji/subji; Lady's fingers fry,110.81,1.83,4.5,9.27,3.57,67.88,0.88,52.6,92.78,233.03,0.0,bowl,166.3,184.32
BFP270,Crispy okra/Crispy lady's fingers (Karare bhindi),dish,veg,Pan-Indian,"lunch, dinner",Karare bhindi; Crispy lady's fingers,657.76,1.91,4.35,70.4,1.75,27.61,0.56,20.56,40.42,90.14,0.0,small bowl,220.0,1447.07
BFP272,Beans foogath,dish,veg,Pan-Indian,"lunch, dinner",,105.06,2.03,3.26,9.22,4.15,44.2,0.95,30.98,81.22,259.29,0.0,small bowl,181.2,190.35
BFP273,Stuffed bittergourd (wet) (Bharwa karele),dish,veg,Pan-Indian,"lunch, dinner",wet; Bharwa karele,162.36,1.36,4.68,15.24,2.86,17.25,0.91,24.19,360.09,246.15,0.0,bowl,156.5,254.05
BFP274,Jackfruit/Kathal (dry),dish,veg,Pan-Indian,"lunch, dinner",dry; Kathal,488.97,0.93,4.56,51.78,1.33,12.79,0.33,11.71,33.68,106.26,0.0,bowl,250.0,1222.42
BFP275,Yam fried (Zimikand/Suran fried),dish,veg,Pan-Indian,"lunch, dinner",Zimikand/Suran fried,491.76,0.79,5.47,51.79,1.44,8.11,0.43,11.35,37.07,151.93,0.0,bowl,250.0,1229.4
BFP276,"Cauliflower, pea and potato bhujia (Phoolgobhi, matar aur aloo bhujia)",dish,veg,Pan-Indian,"lunch, dinner","Phoolgobhi, matar aur aloo bhujia",95.67,2.75,8.23,5.54,3.26,21.05,0.98,25.64,86.29,305.3,0.0,bowl,191.2,182.93
BFP277,Vegetable jalfrezi,dish,veg,Pan-Indian,"lunch, dinner",,68.48,1.4,5.43,4.38,2.97,27.11,0.68,22.88,79.46,270.92,0.0,bowl,100.6,68.88
BFP278,Vegetables stir fry ,dish,veg,Pan-Indian,"lunch, dinner",,30.78,1.04,3.19,1.47,1.37,13.3,0.34,8.61,55.0,115.07,0.0,small bowl,220.0,67.72
BFP279,Broccoli delight,dish,veg,Pan-Indian,"lunch, dinner",,40.7,2.49,2.34,2.48,2.83,26.99,0.71,17.1,59.26,257.82,0.0,bowl,199.5,81.19
BFP280,Dhansak (vegetarian),dish,veg,Pan-Indian,"lunch, dinner",vegetarian,82.8,3.32,7.28,4.18,4.17,26.4,1.26,28.3,34.18,264.5,0.0,bowl,241.0,199.57
BFP282,Cauliflower basket,dish,veg,Pan-Indian,"lunch, dinner",,90.95,5.21,3.97,5.88,2.4,100.19,0.92,20.59,194.22,258.16,51.1,portion,241.5,219.61
BFP284,Stuffed bottle gourd (Stuffed ghiya/lauki),dish,veg,Pan-Indian,"lunch, dinner",Stuffed ghiya/lauki,93.19,5.84,4.36,5.8,1.18,71.83,0.66,13.73,106.99,149.44,45.61,portion,250.0,232.97
BFP286,Ducheese potato,dish,veg,Pan-Indian,"lunch, dinner",,140.54,3.6,10.94,9.01,1.29,18.1,0.76,20.3,103.85,423.33,85.15,potato,43.0,60.38
BFP287,Roast potatoes ,dish,veg,Pan-Indian,"lunch, dinner",,87.32,1.53,14.52,2.35,1.71,10.38,0.57,23.89,90.67,528.24,5.51,potato,77.3,67.49
BFP288,Stuffed baked potatoes ,dish,veg,Pan-Indian,"lunch, dinner",,100.2,3.82,11.03,4.39,1.31,25.72,0.81,20.95,92.09,429.14,72.99,potato,104.0,104.25
BFP289,Potato nests,dish,veg,Pan-Indian,"lunch, dinner",,111.62,5.71,11.05,4.77,2.49,55.25,0.87,25.91,182.12,341.01,26.5,nest,191.5,213.71
BFP290,Parsley potato,dish,veg,Pan-Indian,"lunch, dinner",,119.51,1.49,13.81,6.28,1.59,11.43,0.55,22.56,4.62,502.76,15.71,bowl,108.5,129.67
BFP291,Creamed spinach and mushroom,dish,veg,Pan-Indian,"lunch, dinner",,419.62,2.28,3.17,44.14,1.02,65.49,0.9,27.09,90.21,217.24,7.15,bowl,250.0,1049.05
BFP292,Fricassee of Mushroom,dish,veg,Pan-Indian,"lunch, dinner",,106.66,3.65,8.13,6.63,1.23,84.97,0.36,12.24,118.98,151.77,13.55,dish,250.0,266.65
BFP293,Cauliflower au gratin,dish,veg,Pan-Indian,"lunch, dinner",,145.9,4.45,9.13,10.2,1.44,119.69,0.57,15.99,164.96,181.3,22.15,bowl,250.0,364.75
BFP294,Vegetable and cheese pie,dish,veg,Pan-Indian,"lunch, dinner",,126.88,4.03,8.76,8.28,1.91,99.48,0.58,19.44,117.99,243.97,18.88,dish,250.0,317.2
BFP296,Spinach souffle ,dish,veg,Pan-Indian,high tea,,150.18,7.36,6.27,10.52,1.44,133.69,2.15,53.0,244.07,385.31,114.71,small bowl,200.3,300.87
BFP299,Beetroot and egg salad (Chukandar aur ande ka salad),dish,egg,Pan-Indian,"lunch, dinner",Chukandar aur ande ka salad,84.92,3.36,3.4,6.45,0.55,18.13,0.55,6.48,110.12,66.99,82.25,small bowl,220.0,186.82
BFP300,Sour cream potato salad,dish,veg,Pan-Indian,"lunch, dinner",,121.9,2.89,9.05,8.13,1.21,23.25,0.9,19.19,102.66,367.59,47.29,small bowl,220.0,268.18
BFP301,Tossed green salad,dish,veg,Pan-Indian,"lunch, dinner",,49.88,1.33,3.82,3.24,1.33,33.71,1.27,19.14,65.09,211.22,0.0,small bowl,218.0,108.73
BFP302,Spring basket salad,dish,veg,Pan-Indian,"lunch, dinner",,160.46,3.36,11.61,11.3,3.09,45.65,0.85,20.75,26.02,252.19,8.17,basket,210.0,336.96
